Lat,Vel,VOR,Type,Dir,Loc
34,95.5527169363839,-0.882686436172605,E,R,2
21,101.667131696429,-0.892345697499556,E,R,2
26,118.964059012277,-0.770255718083326,E,R,2
18,131.541660853795,-0.856403895634667,E,R,2
23,123.12752859933,-0.891811765524141,E,R,2
25,100.729806082589,-0.893063328026919,E,R,2
8,147.083827427455,-0.836875037781285,E,R,2
26,101.961408342634,-0.911730175567091,E,R,2
NaN,62.5392368861607,NaN,E,R,2
17,133.645193917411,-0.78049976199312,E,R,2
20,149.797712053571,-0.740059488842455,E,R,2
31,93.0023193359375,-0.700743127574619,E,R,2
27,114.528111049107,-0.892385457105995,E,R,2
24,129.013061523438,-1.04560974662228,E,R,2
30,97.3074776785714,-0.855493900899726,E,R,2
27,145.557948521205,-0.750026189811483,E,R,2
28,101.569039481027,-0.959554248994479,E,R,2
32,97.4600655691964,-0.861468287635595,E,R,2
18,126.451764787946,-0.905256988460344,E,R,2
26,114.179338727679,-0.877410702466024,E,R,2
27,106.212071010045,-0.896663950329376,E,R,2
40,91.3892473493304,-0.719558873408442,E,R,2
20,106.103079659598,-0.91799593535255,E,R,2
38,96.6644287109375,-0.834761280539193,E,R,2
35,76.9260951450893,-0.875323825947611,E,R,2
18,108.925955636161,-0.836272996864256,E,R,2
14,-202.091761997768,-0.905200902743805,H,L,3
13,-264.936174665179,-0.87220714612847,H,L,3
16,-186.985560825893,-0.940936770722378,H,L,3
13,-184.097290039063,-0.919490097144772,H,L,3
18,-174.473353794643,-0.884767700990872,H,L,3
11,-197.75390625,-0.929173385292106,H,L,3
19,-196.39151436942,-0.895635375630764,H,L,3
16,-180.21719796317,-0.875961474246629,H,L,3
14,-195.552280970982,-0.913167088723094,H,L,3
14,-178.397042410714,-0.911495586150882,H,L,3
14,-202.211652483259,-0.90340743075969,H,L,3
16,-152.718680245536,-0.992815921523859,H,L,3
13,-185.198102678571,-0.865551805200646,H,L,3
15,-187.726702008929,-0.939441901443119,H,L,3
14,-196.729387555804,-0.978387267464152,H,L,3
16,-207.105364118304,-0.333002413602853,H,L,3
10,-196.609497070313,-0.903263444050917,H,L,3
13,-205.99365234375,-0.967745219114741,H,L,3
16,-190.658569335938,-0.909557178441683,H,L,3
17,-179.672241210938,-0.872647715586545,H,L,3
14,-181.666782924107,-0.883205641039946,H,L,3
8,-181.895664760045,-0.816881235298457,H,L,3
15,-204.598563058036,-0.956634864969759,H,L,3
12,167.563302176339,-0.905200902743805,E,L,3
10,217.317853655134,-0.87220714612847,E,L,3
19,141.819545200893,-0.940936770722378,E,L,3
13,142.244611467634,-0.919490097144772,E,L,3
16,134.833199637277,-0.884767700990872,E,L,3
11,156.228201729911,-0.929173385292106,E,L,3
20,170.353480747768,-0.895635375630764,E,L,3
16,142.800467354911,-0.875961474246629,E,L,3
16,165.906633649554,-0.913167088723094,E,L,3
15,136.27188546317,-0.911495586150882,E,L,3
10,160.751342773438,-0.90340743075969,E,L,3
19,109.525408063616,-0.992815921523859,E,L,3
17,142.51708984375,-0.865551805200646,E,L,3
19,156.544276646205,-0.939441901443119,E,L,3
11,167.149135044643,-0.978387267464152,E,L,3
52,163.705008370536,-0.333002413602853,E,L,3
11,146.092006138393,-0.903263444050917,E,L,3
11,178.680419921875,-0.967745219114741,E,L,3
16,161.405290876116,-0.909557178441683,E,L,3
17,159.105573381696,-0.872647715586545,E,L,3
18,155.225481305804,-0.883205641039946,E,L,3
23,139.040265764509,-0.816881235298457,E,L,3
16,160.871233258929,-0.956634864969759,E,L,3
14,-171.094621930804,-1.00656136802044,H,R,3
18,-175.694056919643,-0.868354491432545,H,R,3
17,-182.364327566964,-0.715167598267888,H,R,3
14,-179.334368024554,-0.930377623941385,H,R,3
23,-164.860316685268,-0.859813701406012,H,R,3
13,-169.688633510045,-0.844312308764451,H,R,3
20,-176.489693777902,-0.874514433540594,H,R,3
19,-151.585170200893,-0.870884427972789,H,R,3
12,-155.519757952009,-0.823200216899059,H,R,3
19,-154.669625418527,-0.921279392874736,H,R,3
18,-161.786760602679,-0.881385423946574,H,R,3
21,-127.879551478795,-1.00567571642256,H,R,3
21,-183.465140206473,-0.838425478480455,H,R,3
13,-167.160034179688,-0.933161552946559,H,R,3
20,-171.465192522321,-1.06978336324068,H,R,3
19,-159.803118024554,-0.957803530428918,H,R,3
24,-145.40536063058,-0.933760675807535,H,R,3
20,-165.067400251116,-0.963415720530437,H,R,3
20,172.620500837054,-1.00656136802044,E,R,3
17,172.882080078125,-0.868354491432545,E,R,3
9,180.576869419643,-0.715167598267888,E,R,3
15,184.02099609375,-0.930377623941385,E,R,3
28,155.323573521205,-0.859813701406012,E,R,3
5,169.590541294643,-0.844312308764451,E,R,3
24,185.786655970982,-0.874514433540594,E,R,3
22,176.631382533482,-0.870884427972789,E,R,3
28,152.598789760045,-0.823200216899059,E,R,3
29,160.936628069196,-0.921279392874736,E,R,3
23,166.081019810268,-0.881385423946574,E,R,3
25,142.026628766741,-1.00567571642256,E,R,3
29,187.23624093192,-0.838425478480455,E,R,3
5,174.833025251116,-0.933161552946559,E,R,3
29,172.87118094308,-1.06978336324068,E,R,3
22,158.52791922433,-0.957803530428918,E,R,3
32,162.004743303571,-0.933760675807535,E,R,3
24,163.977486746652,-0.963415720530437,E,R,3
24,-111.498151506696,-0.919805030460597,H,L,4
21,-115.563528878348,-0.576335755332785,H,L,4
13,-125.59073311942,-0.939254163012422,H,L,4
12,-108.816964285714,-0.993290361541353,H,L,4
19,-131.705147879464,-0.860647273864861,H,L,4
27,-94.3865094866071,-0.902969881838033,H,L,4
18,-104.969569614955,-0.947105883889996,H,L,4
15,-150.767735072545,-0.98798144417384,H,L,4
22,-62.9098074776786,-0.985204795226841,H,L,4
17,-91.5745326450893,-0.973027039587589,H,L,4
19,-103.705269949777,-0.360795031674305,H,L,4
17,-116.228376116071,-0.882705831741202,H,L,4
11,-99.3238176618304,-1.26342611532999,H,L,4
17,-105.688912527902,-0.92996292569936,H,L,4
22,-89.9614606584821,NaN,H,L,4
24,-97.7325439453125,-0.961219383369545,H,L,4
5,-109.329223632813,0.691755788462752,H,L,4
15,-129.274640764509,-1.00911956727603,H,L,4
26,-90.4301234654018,-1.07144127026588,H,L,4
20,-92.010498046875,-0.762873845335579,H,L,4
24,-88.043212890625,NaN,H,L,4
24,-103.389195033482,-0.871446971758016,H,L,4
22,-99.1276332310268,-0.982785148229426,H,L,4
13,-65.4166085379464,-0.829745489085276,H,L,4
16,-104.773385184152,-0.850316866471273,H,L,4
26,-101.525442940848,NaN,H,L,4
21,-118.059430803571,-0.915912944397404,H,L,4
24,-102.277483258929,-0.978724005916257,H,L,4
20,-96.7734200613839,-0.973326422320233,H,L,4
20,-105.939592633929,-0.900184337658163,H,L,4
20,-115.705217633929,-1.26364515047416,H,L,4
14,-123.639787946429,NaN,H,L,4
19,-95.9450857979911,-0.86883759781498,H,L,4
28,76.9696916852679,-0.919805030460597,E,L,4
4,78.7789481026786,-0.576335755332785,E,L,4
18,92.7516392299107,-0.939254163012422,E,L,4
15,78.125,-0.993290361541353,E,L,4
10,94.8987688337054,-0.860647273864861,E,L,4
30,57.8199114118304,-0.902969881838033,E,L,4
23,69.4165910993304,-0.947105883889996,E,L,4
22,111.618041992188,-0.98798144417384,E,L,4
26,40.6210763113839,-0.985204795226841,E,L,4
23,62.7245221819196,-0.973027039587589,E,L,4
52,73.9397321428571,-0.360795031674305,E,L,4
22,83.2257952008929,-0.882705831741202,E,L,4
24,71.5419224330357,-1.26342611532999,E,L,4
23,81.4928327287946,-0.92996292569936,E,L,4
NaN,58.7790352957589,NaN,E,L,4
19,73.6127580915179,-0.961219383369545,E,L,4
89,83.1277029854911,0.691755788462752,E,L,4
14,94.2230224609375,-1.00911956727603,E,L,4
29,64.6645682198661,-1.07144127026588,E,L,4
31,70.1577322823661,-0.762873845335579,E,L,4
NaN,64.0542166573661,NaN,E,L,4
29,76.8389020647321,-0.871446971758016,E,L,4
24,75.5746023995536,-0.982785148229426,E,L,4
29,42.0379638671875,-0.829745489085276,E,L,4
20,62.6809256417411,-0.850316866471273,E,L,4
NaN,78.2557896205357,NaN,E,L,4
21,86.517333984375,-0.915912944397404,E,L,4
25,73.1549944196429,-0.978724005916257,E,L,4
27,61.5365164620536,-0.973326422320233,E,L,4
15,70.6808907645089,-0.900184337658163,E,L,4
13,91.9560023716518,-1.26364515047416,E,L,4
NaN,92.6644461495536,NaN,E,L,4
8,68.9152308872768,-0.86883759781498,E,L,4
NaN,-67.7490234375,NaN,H,R,4
30,-50.506591796875,-0.808870958395148,H,R,4
36,-60.6645856584821,-0.916757572272905,H,R,4
32,-46.9534737723214,-0.961204465402081,H,R,4
33,-83.8797433035714,-0.905706559896594,H,R,4
43,-66.5283203125,-0.958577221400754,H,R,4
88,-56.5556117466518,-1.01555365338933,H,R,4
32,-61.7218017578125,-1.06400891466448,H,R,4
38,-66.5065220424107,-1.00374774309981,H,R,4
25,-64.3484933035714,-0.988756385321431,H,R,4
30,-85.0677490234375,-0.980662670626051,H,R,4
74,-31.4658028738839,-0.935580449525438,H,R,4
54,-40.283203125,-0.722133139206416,H,R,4
39,-43.1714739118304,-0.965097721467983,H,R,4
23,-59.0842110770089,-0.891686697876478,H,R,4
37,-47.1932547433036,-0.932666725811668,H,R,4
28,-75.37841796875,-0.984087737186413,H,R,4
31,-75.4111153738839,-0.527808034502441,H,R,4
37,-74.1904122488839,-1.0754440187347,H,R,4
28,-58.59375,-0.897428383262288,H,R,4
33,-72.2721644810268,-0.864951452182558,H,R,4
72,-38.8881138392857,-0.829633054272747,H,R,4
28,-81.8198067801339,-0.95854129490875,H,R,4
31,-81.8634033203125,-0.94808027613847,H,R,4
52,-49.6891566685268,-0.895824790492997,H,R,4
25,-76.3375418526786,-0.679428564633982,H,R,4
50,-45.3839983258929,-0.904084193002308,H,R,4
34,-72.7190290178571,-0.942532745920576,H,R,4
62,-41.3622174944196,-0.956240337012356,H,R,4
23,-97.0349993024554,-0.906112497584663,H,R,4
26,-67.5201416015625,-0.980765629807312,H,R,4
74,89.9832589285714,NaN,E,R,4
30,75.6726946149554,-0.808870958395148,E,R,4
26,81.8961007254464,-0.916757572272905,E,R,4
36,68.8934326171875,-0.961204465402081,E,R,4
34,101.76522391183,-0.905706559896594,E,R,4
43,94.4628034319196,-0.958577221400754,E,R,4
92,76.9478934151786,-1.01555365338933,E,R,4
29,67.0514787946429,-1.06400891466448,E,R,4
35,88.3156912667411,-1.00374774309981,E,R,4
30,81.9178989955357,-0.988756385321431,E,R,4
25,99.9886648995536,-0.980662670626051,E,R,4
78,53.5038539341518,-0.935580449525438,E,R,4
51,58.1904820033482,-0.722133139206416,E,R,4
41,62.3757498604911,-0.965097721467983,E,R,4
16,76.4683314732143,-0.891686697876478,E,R,4
38,67.0078822544643,-0.932666725811668,E,R,4
24,91.0077776227679,-0.984087737186413,E,R,4
1,99.1930280412946,-0.527808034502441,E,R,4
34,90.4192243303571,-1.0754440187347,E,R,4
30,80.5119105747768,-0.897428383262288,E,R,4
38,95.4655238560268,-0.864951452182558,E,R,4
54,48.2940673828125,-0.829633054272747,E,R,4
34,108.697073800223,-0.95854129490875,E,R,4
34,92.9587227957589,-0.94808027613847,E,R,4
47,68.5446602957589,-0.895824790492997,E,R,4
46,88.2066999162946,-0.679428564633982,E,R,4
45,64.6318708147321,-0.904084193002308,E,R,4
34,90.1685442243304,-0.942532745920576,E,R,4
52,64.239501953125,-0.956240337012356,E,R,4
20,114.375523158482,-0.906112497584663,E,R,4
40,85.906982421875,-0.980765629807312,E,R,4
15,-176.010131835938,-0.869475084463019,H,L,5
16,-160.228184291295,-0.953619607006243,H,L,5
15,-162.887573242188,-1.00277865372521,H,L,5
15,-168.260846819196,-0.968439302205261,H,L,5
13,-141.797746930804,-0.913201476143205,H,L,5
13,-140.980311802455,-0.844595330154279,H,L,5
15,-144.173758370536,-0.960644781454698,H,L,5
13,-166.17911202567,-0.863387568804372,H,L,5
11,-138.037545340402,-0.911583242350197,H,L,5
14,-172.783987862723,-0.844605455775757,H,L,5
18,-154.015677315848,-0.880710637607094,H,L,5
12,-185.928344726563,-0.821616529068146,H,L,5
10,-200.554983956473,-0.829527538306295,H,L,5
17,-211.159842354911,-0.896826847203986,H,L,5
12,-164.315359933036,-0.945775864240846,H,L,5
14,-162.538800920759,-0.85703013039524,H,L,5
10,-164.95840890067,-0.896032909373007,H,L,5
11,-181.546892438616,-0.890555791541468,H,L,5
12,-175.00741141183,-0.94085487427251,H,L,5
15,-162.179129464286,-0.841703390065905,H,L,5
16,-164.358956473214,-0.910084828186089,H,L,5
13,-161.568777901786,-0.876118382333207,H,L,5
13,-164.914812360491,-0.91131715579357,H,L,5
15,-155.726841517857,-0.831849334248625,H,L,5
12,-188.522338867188,-1.37309695900993,H,L,5
15,-174.09188406808,-0.866725691638846,H,L,5
13,-142.135620117188,-1.04205946836395,H,L,5
8,-199.181692940848,-0.912532484873641,H,L,5
7,-158.680507114955,-0.914881428944372,H,L,5
16,-142.887660435268,-0.866607993177767,H,L,5
12,-162.375313895089,-1.36682214262192,H,L,5
12,-168.784005301339,-0.926877093182971,H,L,5
11,-174.778529575893,-0.848543565647306,H,L,5
16,-173.710414341518,-0.908063857245192,H,L,5
17,-167.628696986607,-0.900529959504244,H,L,5
16,-163.922991071429,-0.957744641394795,H,L,5
8,-204.347882952009,-0.910151190518329,H,L,5
7,-228.500366210938,NaN,H,L,5
13,-203.236171177455,-0.858738511746424,H,L,5
10,-200.369698660714,-0.921397026128742,H,L,5
11,-188.326154436384,-0.829573176264549,H,L,5
9,-184.969220842634,-0.742235366264844,H,L,5
12,-169.448852539063,-0.92016334557623,H,L,5
24,-135.269165039063,-0.973295097865415,H,L,5
14,-176.707676478795,-0.945274645921689,H,L,5
6,-218.767438616071,-0.850655146597637,H,L,5
13,-181.2744140625,NaN,H,L,5
9,-190.298897879464,-0.598969978719405,H,L,5
13,-180.064610072545,-0.932201037999182,H,L,5
8,-199.813842773438,-0.969964635147575,H,L,5
15,-153.372628348214,-0.738352086519713,H,L,5
9,-203.127179827009,-0.843713406705156,H,L,5
10,-176.467895507813,-0.811623406954551,H,L,5
8,-193.841116768973,-0.895778973149762,H,L,5
11,-169.950212751116,-0.948346655684967,H,L,5
13,-135.007585797991,-0.875125642875183,H,L,5
14,-149.874005998884,-0.902299424801327,H,L,5
11,-185.38338797433,-0.976843082923196,H,L,5
14,-169.176374162946,-0.82037321984059,H,L,5
19,135.879516601563,-0.869475084463019,E,L,5
18,125.143868582589,-0.953619607006243,E,L,5
15,119.127546037946,-1.00277865372521,E,L,5
18,137.656075613839,-0.968439302205261,E,L,5
16,104.893275669643,-0.913201476143205,E,L,5
21,110.811505998884,-0.844595330154279,E,L,5
15,109.797886439732,-0.960644781454698,E,L,5
17,129.808698381696,-0.863387568804372,E,L,5
14,95.8578927176339,-0.911583242350197,E,L,5
23,129.154750279018,-0.844605455775757,E,L,5
20,103.323800223214,-0.880710637607094,E,L,5
15,136.740548270089,-0.821616529068146,E,L,5
22,146.200997488839,-0.829527538306295,E,L,5
21,151.617867606027,-0.896826847203986,E,L,5
18,116.195678710938,-0.945775864240846,E,L,5
15,132.566179547991,-0.85703013039524,E,L,5
14,134.822300502232,-0.896032909373007,E,L,5
20,146.070207868304,-0.890555791541468,E,L,5
14,138.931274414063,-0.94085487427251,E,L,5
19,132.882254464286,-0.841703390065905,E,L,5
15,127.716064453125,-0.910084828186089,E,L,5
12,121.427263532366,-0.876118382333207,E,L,5
17,132.228306361607,-0.91131715579357,E,L,5
18,136.751447405134,-0.831849334248625,E,L,5
5,151.388985770089,-1.37309695900993,E,L,5
18,130.876813616071,-0.866725691638846,E,L,5
18,98.5390799386161,-1.04205946836395,E,L,5
9,161.448887416295,-0.912532484873641,E,L,5
9,117.667061941964,-0.914881428944372,E,L,5
23,106.97501046317,-0.866607993177767,E,L,5
15,121.841430664063,-1.36682214262192,E,L,5
12,143.792288643973,-0.926877093182971,E,L,5
17,138.179234095982,-0.848543565647306,E,L,5
15,129.710606166295,-0.908063857245192,E,L,5
18,129.416329520089,-0.900529959504244,E,L,5
18,136.849539620536,-0.957744641394795,E,L,5
15,139.258248465402,-0.910151190518329,E,L,5
NaN,154.517037527902,NaN,E,L,5
12,148.032052176339,-0.858738511746424,E,L,5
15,145.241873604911,-0.921397026128742,E,L,5
18,149.252755301339,-0.829573176264549,E,L,5
25,136.598859514509,-0.742235366264844,E,L,5
13,122.571672712054,-0.92016334557623,E,L,5
31,96.5336390904018,-0.973295097865415,E,L,5
14,141.677856445313,-0.945274645921689,E,L,5
6,158.920288085938,-0.850655146597637,E,L,5
NaN,134.996686662946,NaN,E,L,5
29,143.138340541295,-0.598969978719405,E,L,5
17,132.58797781808,-0.932201037999182,E,L,5
10,154.778616768973,-0.969964635147575,E,L,5
34,113.895961216518,-0.738352086519713,E,L,5
0,160.805838448661,-0.843713406705156,E,L,5
20,129.209245954241,-0.811623406954551,E,L,5
12,145.372663225446,-0.895778973149762,E,L,5
10,126.702444893973,-0.948346655684967,E,L,5
12,89.8633684430804,-0.875125642875183,E,L,5
14,117.503574916295,-0.902299424801327,E,L,5
3,141.819545200893,-0.976843082923196,E,L,5
12,124.489920479911,-0.82037321984059,E,L,5
13,-174.745832170759,-0.907856217199123,H,R,5
21,-126.713344029018,-0.946146387094898,H,R,5
13,-175.247192382813,-1.01828933349792,H,R,5
8,-146.200997488839,-0.92319800133763,H,R,5
24,-146.386282784598,-0.929457494295873,H,R,5
14,-154.767717633929,-0.926971264753994,H,R,5
17,-143.26913016183,-0.962004491837253,H,R,5
19,-127.901349748884,-0.866193553009834,H,R,5
21,-137.340000697545,-0.912600917073573,H,R,5
17,-116.936819893973,-0.880545021875391,H,R,5
9,-165.296282087054,-0.785047475504948,H,R,5
20,-127.214704241071,-0.842185433833562,H,R,5
17,-148.860386439732,-0.762307206540181,H,R,5
8,-159.051077706473,-0.939936916930254,H,R,5
21,-118.767874581473,-0.955386989391869,H,R,5
22,-134.310041155134,-0.898205562170435,H,R,5
11,-155.345371791295,-0.890561151821185,H,R,5
21,-136.958530970982,-0.921472896067871,H,R,5
19,-141.100202287946,-0.990721963873892,H,R,5
21,-129.198346819196,-0.849309042351772,H,R,5
28,-107.160295758929,-0.909150351178502,H,R,5
9,-178.822108677455,-0.892125821009556,H,R,5
10,-179.247174944196,-0.955925669873924,H,R,5
10,-144.740513392857,-0.805722089323781,H,R,5
9,-172.402518136161,-1.34925702885006,H,R,5
9,-163.617815290179,-0.739056298748719,H,R,5
19,-132.435389927455,-1.00461789488922,H,R,5
18,-135.072980608259,-1.2125901674114,H,R,5
16,-143.57430594308,-0.921296478979723,H,R,5
11,-168.991088867188,-0.889706441055318,H,R,5
15,-134.953090122768,-1.58026600245427,H,R,5
13,-162.887573242188,-0.925333708962397,H,R,5
20,-149.579729352679,-0.923213466044474,H,R,5
16,-165.318080357143,-0.849308909184657,H,R,5
21,-152.816772460938,-0.873687674017013,H,R,5
16,-147.912161690848,-0.957744641394795,H,R,5
21,-151.290893554688,-0.875985465563197,H,R,5
13,-153.623308454241,-0.933607243681412,H,R,5
21,-129.721505301339,-0.810208366567342,H,R,5
8,-180.446079799107,-0.819045427320329,H,R,5
7,-225.088936941964,-0.854560314754853,H,R,5
20,-163.530622209821,-0.937645196291321,H,R,5
14,-147.062029157366,-0.910352304868327,H,R,5
6,-158.680507114955,-0.84996445045605,H,R,5
22,-133.514404296875,-0.924141859576125,H,R,5
23,-142.451695033482,NaN,H,R,5
16,-135.498046875,-0.81333657298331,H,R,5
19,-104.598999023438,-0.879632819547376,H,R,5
6,-160.130092075893,NaN,H,R,5
16,-142.495291573661,-0.885822837601819,H,R,5
19,-142.190115792411,-0.86526655136646,H,R,5
11,-146.157400948661,-0.857144903138418,H,R,5
13,-166.222708565848,-0.898863166673943,H,R,5
19,-129.25284249442,-0.918337702931762,H,R,5
22,-148.413521902902,-0.912511786046578,H,R,5
18,-124.500819614955,-0.132717965932409,H,R,5
24,-125.252859933036,-0.884285806049123,H,R,5
23,-128.413609095982,-0.796556886895191,H,R,5
17,-138.789585658482,-0.730314913770275,H,R,5
20,-141.43807547433,NaN,H,R,5
22,-106.34286063058,-0.932265452066051,H,R,5
23,-116.566249302455,-0.878315386097928,H,R,5
17,-142.222813197545,-0.707595685209817,H,R,5
23,-140.882219587054,-0.857509294350761,H,R,5
20,-135.072980608259,-0.930270166585177,H,R,5
20,-123.356410435268,-0.933695349844346,H,R,5
31,-113.721575055804,-1.97433244971605,H,R,5
2,-188.620431082589,-0.867661128865629,H,R,5
21,-113.612583705357,-0.912420640928055,H,R,5
13,187.966482979911,-0.907856217199123,E,R,5
24,130.996704101563,-0.946146387094898,E,R,5
15,182.63680594308,-1.01828933349792,E,R,5
16,156.424386160714,-0.92319800133763,E,R,5
23,127.083914620536,-0.929457494295873,E,R,5
15,165.928431919643,-0.926971264753994,E,R,5
14,158.38623046875,-0.962004491837253,E,R,5
20,140.598842075893,-0.866193553009834,E,R,5
24,145.786830357143,-0.912600917073573,E,R,5
24,126.833234514509,-0.880545021875391,E,R,5
6,169.100080217634,-0.785047475504948,E,R,5
23,135.726928710938,-0.842185433833562,E,R,5
7,159.170968191964,-0.762307206540181,E,R,5
0,151.53067452567,-0.939936916930254,E,R,5
22,126.637050083705,-0.955386989391869,E,R,5
